rank,userName,proxyWallet,weather_pnl_usd,weather_volume_usd,pnl_volume_pct,classification,active_weather_positions,active_nonweather_positions,recent_weather_activity,recent_nonweather_activity,weather_signal_count,xUsername,profile_url,sample_weather_titles,sample_nonweather_titles,confidence
111,0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210,0xec86a2d3f69015b1a9382e4dfa8695e1b48760e4,10474.8,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0xec86a2d3f69015b1a9382e4dfa8695e1b48760e4,Will the highest temperature in Shanghai be 21°C on April 26? highest-temperature-in-shanghai-on-april-26-2026-21c highest-temperature-in-shanghai-on-april-26-2026  | Will the highest temperature in Shanghai be 20°C on April 26? highest-temperature-in-shanghai-on-april-26-2026-20c highest-temperature-in-shanghai-on-april-26-2026  | Will the highest temperature in Beijing be 23°C on April 26? highest-temperature-in-beijing-on-april-26-2026-23c highest-temperature-in-beijing-on-april-26-2026  | Will the highest temperature in Beijing be 22°C on April 26? highest-temperature-in-beijing-on-april-26-2026-22c highest-temperature-in-beijing-on-april-26-2026  | Will the highest temperature in Moscow be 13°C on April 26? highest-temperature-in-moscow-on-april-26-2026-13c highest-temperature-in-moscow-on-april-26-2026  | Will the highest temperature in Istanbul be 20°C on April 26? highest-temperature-in-istanbul-on-april-26-2026-20c highest-temperature-in-istanbul-on-april-26-2026  | Will the highest temperature in Singapore be 34°C on April 26? highest-temperature-in-singapore-on-april-26-2026-34c highest-temperature-in-singapore-on-april-26-2026  | Will the highest temperature in Shanghai be 23°C on April 27? highest-temperature-in-shanghai-on-april-27-2026-23c highest-temperature-in-shanghai-on-april-27-2026 ,,live_top80_sample
132,Amano-Hina,0x8aa29c27241b6909a7c4d6cb4f400267aa215a0b,8831.67,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0x8aa29c27241b6909a7c4d6cb4f400267aa215a0b,Will the highest temperature in New York City be between 86-87°F on April 15? highest-temperature-in-nyc-on-april-15-2026-86-87f highest-temperature-in-nyc-on-april-15-2026  | Will the highest temperature in Miami be between 78-79°F on April 1? highest-temperature-in-miami-on-april-1-2026-78-79f highest-temperature-in-miami-on-april-1-2026  | Will the highest temperature in New York City be between 76-77°F on April 13? highest-temperature-in-nyc-on-april-13-2026-76-77f highest-temperature-in-nyc-on-april-13-2026  | Will the highest temperature in San Francisco be between 64-65°F on April 20? highest-temperature-in-san-francisco-on-april-20-2026-64-65f highest-temperature-in-san-francisco-on-a | Will the highest temperature in Austin be between 88-89°F on April 17? highest-temperature-in-austin-on-april-17-2026-88-89f highest-temperature-in-austin-on-april-17-2026  | Will the highest temperature in New York City be between 78-79°F on April 1? highest-temperature-in-nyc-on-april-1-2026-78-79f highest-temperature-in-nyc-on-april-1-2026  | Will the highest temperature in New York City be between 62-63°F on April 24? highest-temperature-in-nyc-on-april-24-2026-62-63f highest-temperature-in-nyc-on-april-24-2026  | Will the highest temperature in San Francisco be between 60-61°F on April 11? highest-temperature-in-san-francisco-on-april-11-2026-60-61f highest-temperature-in-san-francisco-on-a,,live_top80_sample
155,StayFreshCheeseBags,0xc34f6b088bb9172625ee1ea2ee8da9ac4f037d2e,7272.38,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0xc34f6b088bb9172625ee1ea2ee8da9ac4f037d2e,Will the highest temperature in Tokyo be 17°C on April 4? highest-temperature-in-tokyo-on-april-4-2026-17c highest-temperature-in-tokyo-on-april-4-2026  | Will the highest temperature in Lagos be 33°C on April 23? highest-temperature-in-lagos-on-april-23-2026-33c highest-temperature-in-lagos-on-april-23-2026  | Will the highest temperature in Houston be between 80-81°F on April 4? highest-temperature-in-houston-on-april-4-2026-80-81f highest-temperature-in-houston-on-april-4-2026  | Will the highest temperature in Tel Aviv be 29°C on April 25? highest-temperature-in-tel-aviv-on-april-25-2026-29c highest-temperature-in-tel-aviv-on-april-25-2026  | Will the highest temperature in New York City be 55°F or below on April 22? highest-temperature-in-nyc-on-april-22-2026-55forbelow highest-temperature-in-nyc-on-april-22-2026  | Will the highest temperature in Sao Paulo be 26°C on April 22? highest-temperature-in-sao-paulo-on-april-22-2026-26c highest-temperature-in-sao-paulo-on-april-22-2026  | Will the highest temperature in Toronto be 19°C or higher on April 22? highest-temperature-in-toronto-on-april-22-2026-19corhigher highest-temperature-in-toronto-on-april-22-2026  | Will the highest temperature in Denver be 59°F or below on April 25? highest-temperature-in-denver-on-april-25-2026-59forbelow highest-temperature-in-denver-on-april-25-2026 ,,live_top80_sample
517,Jiuzhou,0x5499a872abba0f503ea8da708eaab775dffecf6d,2332.69,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0x5499a872abba0f503ea8da708eaab775dffecf6d,Will the highest temperature in Manila be 39°C on April 25? highest-temperature-in-manila-on-april-25-2026-39c highest-temperature-in-manila-on-april-25-2026  | Will the highest temperature in San Francisco be between 54-55°F on April 24? highest-temperature-in-san-francisco-on-april-24-2026-54-55f highest-temperature-in-san-francisco-on-a | Will the highest temperature in Panama City be 29°C on April 25? highest-temperature-in-panama-city-on-april-25-2026-29c highest-temperature-in-panama-city-on-april-25-2026  | Will the highest temperature in Warsaw be 13°C on April 24? highest-temperature-in-warsaw-on-april-24-2026-13c highest-temperature-in-warsaw-on-april-24-2026  | Will the highest temperature in Munich be 19°C on April 24? highest-temperature-in-munich-on-april-24-2026-19c highest-temperature-in-munich-on-april-24-2026  | Will the highest temperature in Atlanta be between 82-83°F on April 24? highest-temperature-in-atlanta-on-april-24-2026-82-83f highest-temperature-in-atlanta-on-april-24-2026  | Will the highest temperature in Madrid be 21°C on April 24? highest-temperature-in-madrid-on-april-24-2026-21c highest-temperature-in-madrid-on-april-24-2026  | Will the highest temperature in Tokyo be 17°C on April 24? highest-temperature-in-tokyo-on-april-24-2026-17c highest-temperature-in-tokyo-on-april-24-2026 ,,live_top80_sample
522,hotcold,0xc1200dd35a85da9b9ba552582d6103dd3d39a7e3,2323.26,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0xc1200dd35a85da9b9ba552582d6103dd3d39a7e3,Will the highest temperature in Chengdu be 34°C or higher on April 25? highest-temperature-in-chengdu-on-april-25-2026-34corhigher highest-temperature-in-chengdu-on-april-25-2026  | Will the highest temperature in Chengdu be 33°C on April 25? highest-temperature-in-chengdu-on-april-25-2026-33c highest-temperature-in-chengdu-on-april-25-2026  | Will the highest temperature in Wellington be 19°C or higher on April 25? highest-temperature-in-wellington-on-april-25-2026-19corhigher highest-temperature-in-wellington-on-april- | Will the highest temperature in Wellington be 18°C on April 25? highest-temperature-in-wellington-on-april-25-2026-18c highest-temperature-in-wellington-on-april-25-2026  | Will the highest temperature in Guangzhou be 34°C or higher on April 25? highest-temperature-in-guangzhou-on-april-25-2026-34corhigher highest-temperature-in-guangzhou-on-april-25- | Will the highest temperature in Guangzhou be 33°C on April 25? highest-temperature-in-guangzhou-on-april-25-2026-33c highest-temperature-in-guangzhou-on-april-25-2026  | Will the highest temperature in Guangzhou be 32°C on April 25? highest-temperature-in-guangzhou-on-april-25-2026-32c highest-temperature-in-guangzhou-on-april-25-2026  | Will the highest temperature in Warsaw be 20°C on April 25? highest-temperature-in-warsaw-on-april-25-2026-20c highest-temperature-in-warsaw-on-april-25-2026 ,,live_top80_sample
564,PaulaLolik,0x3a2c067d262e5b2b2100251359e4c7b877283d80,2153.2,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0x3a2c067d262e5b2b2100251359e4c7b877283d80,Will the highest temperature in Taipei be 33°C on April 23? highest-temperature-in-taipei-on-april-23-2026-33c highest-temperature-in-taipei-on-april-23-2026  | Will the highest temperature in Warsaw be 17°C on April 23? highest-temperature-in-warsaw-on-april-23-2026-17c highest-temperature-in-warsaw-on-april-23-2026  | Will the highest temperature in Chengdu be 28°C on April 23? highest-temperature-in-chengdu-on-april-23-2026-28c highest-temperature-in-chengdu-on-april-23-2026  | Will the highest temperature in Karachi be 34°C on April 23? highest-temperature-in-karachi-on-april-23-2026-34c highest-temperature-in-karachi-on-april-23-2026  | Will the highest temperature in Munich be 18°C on April 23? highest-temperature-in-munich-on-april-23-2026-18c highest-temperature-in-munich-on-april-23-2026  | Will the highest temperature in Jeddah be 33°C on April 23? highest-temperature-in-jeddah-on-april-23-2026-33c highest-temperature-in-jeddah-on-april-23-2026  | Will the highest temperature in Helsinki be 10°C on April 23? highest-temperature-in-helsinki-on-april-23-2026-10c highest-temperature-in-helsinki-on-april-23-2026  | Will the highest temperature in Denver be between 60-61°F on April 23? highest-temperature-in-denver-on-april-23-2026-60-61f highest-temperature-in-denver-on-april-23-2026 ,,live_top80_sample
582,Wistesty,0xd3938e1d885f7849215c49d87465709d63400744,2095.46,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0xd3938e1d885f7849215c49d87465709d63400744,Will the highest temperature in New York City be between 44-45°F on April 25? highest-temperature-in-nyc-on-april-25-2026-44-45f highest-temperature-in-nyc-on-april-25-2026  | Will the highest temperature in Los Angeles be between 62-63°F on April 24? highest-temperature-in-los-angeles-on-april-24-2026-62-63f highest-temperature-in-los-angeles-on-april-2 | Will the highest temperature in Taipei be 19°C on April 24? highest-temperature-in-taipei-on-april-24-2026-19c highest-temperature-in-taipei-on-april-24-2026  | Will the highest temperature in New York City be between 58-59°F on April 24? highest-temperature-in-nyc-on-april-24-2026-58-59f highest-temperature-in-nyc-on-april-24-2026  | Will the highest temperature in Shenzhen be 25°C on April 23? highest-temperature-in-shenzhen-on-april-23-2026-25c highest-temperature-in-shenzhen-on-april-23-2026  | Will the highest temperature in Toronto be 7°C on April 24? highest-temperature-in-toronto-on-april-24-2026-7c highest-temperature-in-toronto-on-april-24-2026  | Will the highest temperature in New York City be 61°F or below on April 23? highest-temperature-in-nyc-on-april-23-2026-61forbelow highest-temperature-in-nyc-on-april-23-2026  | Will the highest temperature in Sao Paulo be 35°C or higher on April 26? highest-temperature-in-sao-paulo-on-april-26-2026-35corhigher highest-temperature-in-sao-paulo-on-april-26-,,live_top80_sample
594,ruth777,0xb9033854e54310cca8a22368d16ed53cdfbea41b,2034.45,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0xb9033854e54310cca8a22368d16ed53cdfbea41b,Will the highest temperature in Helsinki be 11°C on April 24? highest-temperature-in-helsinki-on-april-24-2026-11c highest-temperature-in-helsinki-on-april-24-2026  | Will the highest temperature in Miami be between 80-81°F on April 24? highest-temperature-in-miami-on-april-24-2026-80-81f highest-temperature-in-miami-on-april-24-2026  | Will the highest temperature in Hong Kong be 27°C on April 27? highest-temperature-in-hong-kong-on-april-27-2026-27c highest-temperature-in-hong-kong-on-april-27-2026  | Will the highest temperature in Atlanta be between 82-83°F on April 24? highest-temperature-in-atlanta-on-april-24-2026-82-83f highest-temperature-in-atlanta-on-april-24-2026  | Will the lowest temperature in London be 11°C on April 27? lowest-temperature-in-london-on-april-27-2026-11c lowest-temperature-in-london-on-april-27-2026  | Will the lowest temperature in London be 6°C on April 27? lowest-temperature-in-london-on-april-27-2026-6c lowest-temperature-in-london-on-april-27-2026  | Will the highest temperature in Kuala Lumpur be 34°C on April 27? highest-temperature-in-kuala-lumpur-on-april-27-2026-34c highest-temperature-in-kuala-lumpur-on-april-27-2026  | Will the highest temperature in Seattle be between 60-61°F on April 27? highest-temperature-in-seattle-on-april-27-2026-60-61f highest-temperature-in-seattle-on-april-27-2026 ,,live_top80_sample
599,sdgoppa,0x8eea2d8458fcad16bf50dec2b7de76e989d6e285,2010.52,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0x8eea2d8458fcad16bf50dec2b7de76e989d6e285,Will the highest temperature in Paris be 14°C on March 22? highest-temperature-in-paris-on-march-22-2026-14c highest-temperature-in-paris-on-march-22-2026  | Will the highest temperature in Paris be 24°C or higher on April 6? highest-temperature-in-paris-on-april-6-2026-24corhigher highest-temperature-in-paris-on-april-6-2026  | Will the highest temperature in Seoul be 13°C on March 28? highest-temperature-in-seoul-on-march-28-2026-13c highest-temperature-in-seoul-on-march-28-2026  | Will the highest temperature in Seoul be 11°C on March 28? highest-temperature-in-seoul-on-march-28-2026-11c highest-temperature-in-seoul-on-march-28-2026  | Will the highest temperature in Paris be 23°C on April 6? highest-temperature-in-paris-on-april-6-2026-23c highest-temperature-in-paris-on-april-6-2026  | Will the highest temperature in Paris be 22°C on April 6? highest-temperature-in-paris-on-april-6-2026-22c highest-temperature-in-paris-on-april-6-2026  | Will the highest temperature in Seoul be 14°C on March 28? highest-temperature-in-seoul-on-march-28-2026-14c highest-temperature-in-seoul-on-march-28-2026  | Will the highest temperature in Paris be 15°C on March 11? highest-temperature-in-paris-on-march-11-2026-15c highest-temperature-in-paris-on-march-11-2026 ,,live_top80_sample
605,0x2048,0xecc8b1562f4a521d0856e3f89c5bfa8bba969335,1993.01,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0xecc8b1562f4a521d0856e3f89c5bfa8bba969335,Will the highest temperature in Kuala Lumpur be 35°C on April 27? highest-temperature-in-kuala-lumpur-on-april-27-2026-35c highest-temperature-in-kuala-lumpur-on-april-27-2026  | Will the highest temperature in Taipei be 34°C or higher on April 27? highest-temperature-in-taipei-on-april-27-2026-34corhigher highest-temperature-in-taipei-on-april-27-2026  | Will the highest temperature in Tel Aviv be 31°C or higher on April 26? highest-temperature-in-tel-aviv-on-april-26-2026-31corhigher highest-temperature-in-tel-aviv-on-april-26-202 | Will the highest temperature in Busan be 18°C on April 26? highest-temperature-in-busan-on-april-26-2026-18c highest-temperature-in-busan-on-april-26-2026  | Will the highest temperature in Busan be 19°C on April 26? highest-temperature-in-busan-on-april-26-2026-19c highest-temperature-in-busan-on-april-26-2026  | Will the highest temperature in Ankara be 17°C on April 26? highest-temperature-in-ankara-on-april-26-2026-17c highest-temperature-in-ankara-on-april-26-2026  | Will the highest temperature in Atlanta be between 74-75°F on April 26? highest-temperature-in-atlanta-on-april-26-2026-74-75f highest-temperature-in-atlanta-on-april-26-2026  | Will the highest temperature in Moscow be 13°C on April 26? highest-temperature-in-moscow-on-april-26-2026-13c highest-temperature-in-moscow-on-april-26-2026 ,,live_top80_sample
622,airlorgedr,0xbc8405b2c4149332c835ebb7e29e68e53eaba0d2,1933.26,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0xbc8405b2c4149332c835ebb7e29e68e53eaba0d2,Will the highest temperature in Mexico City be 20°C or higher on April 25? highest-temperature-in-mexico-city-on-april-25-2026-20corhigher highest-temperature-in-mexico-city-on-apr | Will the lowest temperature in Miami be 84°F or higher on April 26? lowest-temperature-in-miami-on-april-26-2026-84forhigher lowest-temperature-in-miami-on-april-26-2026  | Will the highest temperature in Hong Kong be 21°C on April 25? highest-temperature-in-hong-kong-on-april-25-2026-21c highest-temperature-in-hong-kong-on-april-25-2026  | Will the highest temperature in Lagos be 36°C or higher on April 25? highest-temperature-in-lagos-on-april-25-2026-36corhigher highest-temperature-in-lagos-on-april-25-2026  | Will the highest temperature in Tokyo be 14°C on April 26? highest-temperature-in-tokyo-on-april-26-2026-14c highest-temperature-in-tokyo-on-april-26-2026  | Will the lowest temperature in Seoul be 17°C on April 26? lowest-temperature-in-seoul-on-april-26-2026-17c lowest-temperature-in-seoul-on-april-26-2026  | Will the highest temperature in Singapore be 31°C on April 27? highest-temperature-in-singapore-on-april-27-2026-31c highest-temperature-in-singapore-on-april-27-2026  | Will the highest temperature in Hong Kong be 22°C on April 25? highest-temperature-in-hong-kong-on-april-25-2026-22c highest-temperature-in-hong-kong-on-april-25-2026 ,,live_top80_sample
653,patrickbro-wn,0x01f2a8baabe17c2541d1e3091220991f257ac3de,1846.39,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0x01f2a8baabe17c2541d1e3091220991f257ac3de,Will the highest temperature in Istanbul be 19°C on April 25? highest-temperature-in-istanbul-on-april-25-2026-19c highest-temperature-in-istanbul-on-april-25-2026  | Will the highest temperature in Istanbul be 19°C on April 25? highest-temperature-in-istanbul-on-april-25-2026-19c highest-temperature-in-istanbul-on-april-25-2026  | Will the lowest temperature in Hong Kong be 19°C on April 25? lowest-temperature-in-hong-kong-on-april-25-2026-19c lowest-temperature-in-hong-kong-on-april-25-2026  | Will the highest temperature in Beijing be 27°C on April 25? highest-temperature-in-beijing-on-april-25-2026-27c highest-temperature-in-beijing-on-april-25-2026  | Will the highest temperature in Istanbul be 20°C on April 25? highest-temperature-in-istanbul-on-april-25-2026-20c highest-temperature-in-istanbul-on-april-25-2026  | Will the highest temperature in Taipei be 22°C on April 25? highest-temperature-in-taipei-on-april-25-2026-22c highest-temperature-in-taipei-on-april-25-2026  | Will the highest temperature in Miami be between 86-87°F on April 25? highest-temperature-in-miami-on-april-25-2026-86-87f highest-temperature-in-miami-on-april-25-2026  | Will the highest temperature in Taipei be 25°C or higher on April 25? highest-temperature-in-taipei-on-april-25-2026-25corhigher highest-temperature-in-taipei-on-april-25-2026 ,,live_top80_sample
687,tinylonglong,0x04dcf8d1328b2bf5fa6e7aa8a200df95751cd572,1755.92,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0x04dcf8d1328b2bf5fa6e7aa8a200df95751cd572,Will the highest temperature in Hong Kong be 19°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-19c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 18°C or below on April 24? highest-temperature-in-hong-kong-on-april-24-2026-18corbelow highest-temperature-in-hong-kong-on-april-24-20 | Will the highest temperature in Hong Kong be 20°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-20c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 19°C or below on April 25? highest-temperature-in-hong-kong-on-april-25-2026-19corbelow highest-temperature-in-hong-kong-on-april-25-20 | Will the highest temperature in Hong Kong be 20°C on April 25? highest-temperature-in-hong-kong-on-april-25-2026-20c highest-temperature-in-hong-kong-on-april-25-2026  | Will the highest temperature in Hong Kong be 21°C on April 25? highest-temperature-in-hong-kong-on-april-25-2026-21c highest-temperature-in-hong-kong-on-april-25-2026  | Will the highest temperature in Hong Kong be 22°C on April 25? highest-temperature-in-hong-kong-on-april-25-2026-22c highest-temperature-in-hong-kong-on-april-25-2026  | Will the highest temperature in Hong Kong be 23°C on April 25? highest-temperature-in-hong-kong-on-april-25-2026-23c highest-temperature-in-hong-kong-on-april-25-2026 ,,live_top80_sample
735,jeffkatsu,0x570c03b5f037294ca24b743d90df8c1a993f91c5,1631.41,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0x570c03b5f037294ca24b743d90df8c1a993f91c5,Will the highest temperature in Hong Kong be 19°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-19c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 26°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-26c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 28°C or higher on April 24? highest-temperature-in-hong-kong-on-april-24-2026-28corhigher highest-temperature-in-hong-kong-on-april-24- | Will the highest temperature in Hong Kong be 21°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-21c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 25°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-25c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 20°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-20c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 18°C or below on April 24? highest-temperature-in-hong-kong-on-april-24-2026-18corbelow highest-temperature-in-hong-kong-on-april-24-20 | Will the highest temperature in Hong Kong be 27°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-27c highest-temperature-in-hong-kong-on-april-24-2026 ,,live_top80_sample
744,Unpluggedstoic,0xef988ffb5f3ffcf0da700614a2666c6de6a27926,1614.11,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0xef988ffb5f3ffcf0da700614a2666c6de6a27926,Will the highest temperature in Shanghai be 17°C or below on April 6? highest-temperature-in-shanghai-on-april-6-2026-17corbelow highest-temperature-in-shanghai-on-april-6-2026  | Will the highest temperature in Paris be 17°C on April 22? highest-temperature-in-paris-on-april-22-2026-17c highest-temperature-in-paris-on-april-22-2026  | Will the highest temperature in Shanghai be 22°C on April 5? highest-temperature-in-shanghai-on-april-5-2026-22c highest-temperature-in-shanghai-on-april-5-2026  | Will the highest temperature in Shanghai be 21°C on April 5? highest-temperature-in-shanghai-on-april-5-2026-21c highest-temperature-in-shanghai-on-april-5-2026  | Will the highest temperature in Toronto be 15°C on April 10? highest-temperature-in-toronto-on-april-10-2026-15c highest-temperature-in-toronto-on-april-10-2026  | Will the highest temperature in Shanghai be 20°C or higher on April 22? highest-temperature-in-shanghai-on-april-22-2026-20corhigher highest-temperature-in-shanghai-on-april-22-202 | Will the highest temperature in Shanghai be 19°C on April 4? highest-temperature-in-shanghai-on-april-4-2026-19c highest-temperature-in-shanghai-on-april-4-2026  | Will the highest temperature in Shanghai be 18°C on April 6? highest-temperature-in-shanghai-on-april-6-2026-18c highest-temperature-in-shanghai-on-april-6-2026 ,,live_top80_sample
747,0x66a17b44f6187745c4f273622a702e2f1b423de8,0x66a17b44f6187745c4f273622a702e2f1b423de8,1610.72,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0x66a17b44f6187745c4f273622a702e2f1b423de8,Will the highest temperature in Beijing be 16°C on April 13? highest-temperature-in-beijing-on-april-13-2026-16c highest-temperature-in-beijing-on-april-13-2026  | Will the highest temperature in Houston be between 76-77°F on March 29? highest-temperature-in-houston-on-march-29-2026-76-77f highest-temperature-in-houston-on-march-29-2026  | Will the highest temperature in San Francisco be between 70-71°F on April 22? highest-temperature-in-san-francisco-on-april-22-2026-70-71f highest-temperature-in-san-francisco-on-a | Will the highest temperature in Shenzhen be 29°C on April 10? highest-temperature-in-shenzhen-on-april-10-2026-29c highest-temperature-in-shenzhen-on-april-10-2026  | Will the highest temperature in Los Angeles be between 64-65°F on April 8? highest-temperature-in-los-angeles-on-april-8-2026-64-65f highest-temperature-in-los-angeles-on-april-8-2 | Will the highest temperature in Houston be between 88-89°F on April 1? highest-temperature-in-houston-on-april-1-2026-88-89f highest-temperature-in-houston-on-april-1-2026  | Will the highest temperature in San Francisco be between 64-65°F on April 11? highest-temperature-in-san-francisco-on-april-11-2026-64-65f highest-temperature-in-san-francisco-on-a | Will the highest temperature in Wuhan be 21°C on April 11? highest-temperature-in-wuhan-on-april-11-2026-21c highest-temperature-in-wuhan-on-april-11-2026 ,,live_top80_sample
766,Kaiji-,0xe5bd42e02dc8c05b31514c1596eaf82d3e52339a,1558.95,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0xe5bd42e02dc8c05b31514c1596eaf82d3e52339a,Will the highest temperature in Moscow be 13°C or higher on April 25? highest-temperature-in-moscow-on-april-25-2026-13corhigher highest-temperature-in-moscow-on-april-25-2026  | Will the highest temperature in Hong Kong be 24°C on April 26? highest-temperature-in-hong-kong-on-april-26-2026-24c highest-temperature-in-hong-kong-on-april-26-2026  | Will the highest temperature in Singapore be 36°C or higher on April 25? highest-temperature-in-singapore-on-april-25-2026-36corhigher highest-temperature-in-singapore-on-april-25- | Will the highest temperature in New York City be 58°F or higher on April 25? highest-temperature-in-nyc-on-april-25-2026-58forhigher highest-temperature-in-nyc-on-april-25-2026  | Will the highest temperature in New York City be between 60-61°F on April 26? highest-temperature-in-nyc-on-april-26-2026-60-61f highest-temperature-in-nyc-on-april-26-2026  | Will the highest temperature in Helsinki be 11°C on April 25? highest-temperature-in-helsinki-on-april-25-2026-11c highest-temperature-in-helsinki-on-april-25-2026  | Will the highest temperature in Miami be between 78-79°F on April 26? highest-temperature-in-miami-on-april-26-2026-78-79f highest-temperature-in-miami-on-april-26-2026  | Will the highest temperature in London be 16°C on April 27? highest-temperature-in-london-on-april-27-2026-16c highest-temperature-in-london-on-april-27-2026 ,,live_top80_sample
808,tkr2,0x01a68281185e728ba0fef6245008bf8af68a59b0,1427.98,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0x01a68281185e728ba0fef6245008bf8af68a59b0,Will the lowest temperature in London be 16°C or higher on April 15? lowest-temperature-in-london-on-april-15-2026-16corhigher lowest-temperature-in-london-on-april-15-2026  | Will the lowest temperature in Shanghai be 19°C or higher on April 15? lowest-temperature-in-shanghai-on-april-15-2026-19corhigher lowest-temperature-in-shanghai-on-april-15-2026  | Will the highest temperature in London be 12°C on April 5? highest-temperature-in-london-on-april-5-2026-12c highest-temperature-in-london-on-april-5-2026  | Will the lowest temperature in Tokyo be 20°C or higher on April 15? lowest-temperature-in-tokyo-on-april-15-2026-20corhigher lowest-temperature-in-tokyo-on-april-15-2026  | Will the highest temperature in London be 12°C on April 13? highest-temperature-in-london-on-april-13-2026-12c highest-temperature-in-london-on-april-13-2026  | Will the highest temperature in Wellington be 22°C or higher on April 13? highest-temperature-in-wellington-on-april-13-2026-22corhigher highest-temperature-in-wellington-on-april- | Will the highest temperature in Munich be 19°C on April 19? highest-temperature-in-munich-on-april-19-2026-19c highest-temperature-in-munich-on-april-19-2026  | Will the highest temperature in Munich be 20°C or higher on April 19? highest-temperature-in-munich-on-april-19-2026-20corhigher highest-temperature-in-munich-on-april-19-2026 ,,live_top80_sample
813,omegaming,0x958a17190a434da9fd4f1d20e0c51fbaf64b9f65,1414.34,0,,weather specialist / weather-heavy,100,0,200,0,300,,https://polymarket.com/profile/0x958a17190a434da9fd4f1d20e0c51fbaf64b9f65,Will the highest temperature in Hong Kong be 19°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-19c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 25°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-25c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 20°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-20c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 18°C or below on April 24? highest-temperature-in-hong-kong-on-april-24-2026-18corbelow highest-temperature-in-hong-kong-on-april-24-20 | Will the highest temperature in Hong Kong be 27°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-27c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 28°C or higher on April 24? highest-temperature-in-hong-kong-on-april-24-2026-28corhigher highest-temperature-in-hong-kong-on-april-24- | Will the highest temperature in Hong Kong be 26°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-26c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 22°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-22c highest-temperature-in-hong-kong-on-april-24-2026 ,,live_top80_sample
